imdbID;title;year;runtime;genre;released;imdbRating;imdbVotes;country
98136;Prom Night III: The Last Kiss;1990;97 min;Comedy, Horror, Thriller;1990-06-28;4,3;1180;Canada
98139;Warsaw Bridge;1989;85 min;Drama;;6,8;68;Spain
98141;The Punisher;1989;89 min;Action, Crime, Drama;1989-10-05;5,6;14622;Australia, USA
98143;Puppetmaster;1989;90 min;Fantasy, Horror, Sci-Fi;;5,6;6051;USA
98153;Queen of Hearts;1989;112 min;Comedy;1989-10-01;6,9;392;UK, USA
98154;Quicker Than the Eye;1988;94 min;Drama, Thriller;1990-06-13;4,5;45;Switzerland, West Germany, Austria
98155;Qun long xi feng;1989;95 min;Action, Comedy, Romance;1989-02-24;7,8;542;Hong Kong
98156;R.O.T.O.R.;1987;90 min;Action, Sci-Fi;1988-05-01;2,3;1803;USA
98157;Rabid Grannies;1988;89 min;Comedy, Horror;1989-09-01;4,9;1168;Belgium, France, Netherlands
98160;The Rachel Papers;1989;95 min;Drama, Romance;1989-05-12;6,1;1491;UK
98165;The Rainbow;1989;113 min;Action, Drama, Romance;1989-05-26;6,3;892;UK, USA
98175;Recollections of the Yellow House;1989;122 min;Comedy, Drama;1989-10-12;7,6;709;Portugal
98180;Red Scorpion;1988;105 min;Action, Adventure;1989-04-21;4,9;5852;South Africa, USA, Namibia
98184;Relentless;1989;92 min;Crime, Thriller;1989-08-30;5,9;947;USA
98188;Renegades;1989;106 min;Action, Crime, Drama;1989-06-02;5,3;2268;USA
98189;Resan till Melonia;1989;104 min;Animation, Family, Adventure;1989-12-15;7,5;935;Sweden, Norway
98190;Resurrected;1989;96 min;Drama, War;1989-03-13;5,9;230;UK
98193;The Return of Swamp Thing;1989;88 min;Sci-Fi, Horror, Comedy;1989-05-12;4,4;2532;USA
98194;The Return of the Musketeers;1989;102 min;Action, Adventure, Comedy;1989-08-25;6;2217;UK, France, Spain
98197;Reunion;1989;110 min;Drama;1989-05-17;7;357;France, West Germany, UK
98204;Rikyu;1989;135 min;Drama, History;1991-01-18;7,4;415;Japan
98205;River of Death;1989;107 min;Adventure;1989-09-29;4,1;619;USA
98206;Road House;1989;114 min;Action, Thriller;1989-05-19;6,4;38883;USA
98208;The Road to Brown;1989;56 min;Documentary;;8,6;18;USA
98209;Roadkill;1989;80 min;Adventure, Comedy, Drama;1990-08-09;7,1;491;Canada
98213;Roger & Me;1989;91 min;Documentary;1989-12-20;7,5;21837;USA
98216;Roller Blade Warriors: Taken by Force;1989;81 min;Sci-Fi;;3,9;144;USA
98219;Romero;1989;102 min;Biography, Crime, Drama;1989-08-25;7,3;1633;USA
98222;Rooftops;1989;98 min;Action, Drama;1989-03-17;4,5;333;USA
98224;Rosalie Goes Shopping;1989;94 min;Comedy;1990-05-01;6;629;USA, West Germany
98230;Rude Awakening;1989;100 min;Comedy;1989-08-16;4,3;1068;USA
98238;La r�volution fran�aise;1989;360 min;Drama, History, Thriller;1989-10-25;7,5;745;France, Italy, West Germany, Canada, UK
98239;El r�o que nos lleva;1989;;;1989-09-28;7,2;91;Spain
98241;s/y Gl�djen;1989;93 min;Drama;1989-08-21;4,8;150;Sweden
98251;Sangre y arena;1989;113 min;Drama, Romance;1990-01-26;4,5;753;Spain, USA
98252;O Sangue;1989;95 min;Drama, Mystery;1990-12-07;7,4;510;Portugal
98253;Santa Sangre;1989;123 min;Drama, Horror;1990-06-27;7,7;12655;Mexico, Italy
98257;Savage Beach;1989;92 min;Action, Adventure, Comedy;1989-10-01;3,5;646;USA
98258;Say Anything...;1989;100 min;Comedy, Drama, Romance;1989-04-14;7,5;62107;USA
98259;Scamper the Penguin;1986;75 min;Animation, Adventure, Family;1987-03-27;7,3;623;Japan, Soviet Union
98259;Scamper the Penguin;1986;75 min;Animation, Adventure, Family;1987-03-27;7,3;619;Japan, Soviet Union
98260;Scandal;1989;106 min;Drama, History;1989-04-28;6,4;3589;UK
98261;Scenes from the Class Struggle in Beverly Hills;1989;95 min;Comedy;1989-07-01;6,2;812;USA
98273;Sea of Love;1989;113 min;Crime, Drama, Mystery;1989-09-15;6,8;28377;USA
98282;See No Evil, Hear No Evil;1989;103 min;Comedy, Crime, Thriller;1989-05-12;6,8;33661;USA
98283;See You in the Morning;1989;119 min;Drama, Romance;1989-04-14;5,8;689;USA
98300;Shag;1989;98 min;Comedy, Drama, Romance;1989-07-21;6,3;2878;UK, USA
98308;She's Out of Control;1989;90 min;Comedy;1989-04-14;5,2;2956;USA
98309;She-Devil;1989;99 min;Comedy;1989-12-08;5,4;11621;USA
98319;Shirley Valentine;1989;108 min;Comedy, Drama, Romance;1989-08-30;7,2;5039;UK, USA
98320;Shocker;1989;109 min;Comedy, Horror, Thriller;1989-10-27;5,4;10298;USA
98321;Shocking Dark;1989;90 min;Action, Sci-Fi;1990-08-22;4,8;583;Italy
98325;Sidewalk Stories;1989;97 min;Comedy;1990-01-01;7,2;175;USA
98327;The Seventh Continent;1989;104 min;Drama;1993-04-14;7,8;7494;Austria
98328;The Siege of Firebase Gloria;1989;97 min;Action, Drama, War;1989-01-27;7,1;1624;Australia, Philippines
98331;Silent Night, Deadly Night III: Better Watch Out!;1989;90 min;Horror;1989-11-17;3,7;1094;USA
98333;Sinbad of the Seven Seas;1989;93 min;Adventure, Fantasy;;4,3;952;Italy, USA
98343;Skin Deep;1989;97 min;Comedy, Drama, Romance;1989-03-03;6,1;3023;USA
98347;Slaves of New York;1989;124 min;Drama;1989-03-01;5,3;719;USA
98350;Slipstream;1989;102 min;Adventure, Sci-Fi;1989-06-02;4,9;1715;UK
98354;Society;1989;99 min;Comedy, Horror;1992-06-11;6,5;6013;USA
98356;Some Girls;1988;94 min;Comedy, Drama, Romance;1988-09-09;6;2050;UK, USA
98360;Violent Cop;1989;103 min;Action, Crime, Drama;1989-08-12;7,2;7464;Japan
98368;Speaking Parts;1989;93 min;Drama;1990-07-27;6,7;1030;Canada
98369;Cannonball Fever;1989;94 min;Comedy, Action;1989-04-21;4,2;2349;Canada
98375;Spontaneous Combustion;1990;97 min;Horror, Sci-Fi, Thriller;1990-02-23;4,5;1444;USA
98382;Star Trek V: The Final Frontier;1989;107 min;Action, Adventure, Sci-Fi;1989-06-09;5,4;40121;USA
98383;Staying Together;1989;91 min;Comedy, Drama;1989-11-10;6,3;570;USA
98384;Steel Magnolias;1989;117 min;Comedy, Drama, Romance;1989-11-22;7,2;31912;USA
98385;Stepfather II;1989;93 min;Horror, Thriller;1989-11-03;5,6;2080;UK, USA
98411;Summer Job;1989;92 min;Comedy;1989-03-01;4,7;283;USA
98412;Sundown: The Vampire in Retreat;1989;104 min;Comedy, Horror;1991-11-02;6,3;1466;USA
98415;Survival Quest;1988;96 min;Adventure, Thriller;1989-11-10;6,2;670;USA
98436;The Tall Guy;1989;92 min;Comedy, Romance;1990-09-21;6,2;3645;UK
98437;The Winter War;1989;195 min;Drama, War;1989-12-01;7,9;6128;Finland
98439;Tango & Cash;1989;104 min;Action, Comedy, Crime;1989-12-22;6,3;68723;USA
98442;Tap;1989;111 min;Comedy, Drama, Music;1989-02-10;6,5;1060;USA
98444;Tarzan in Manhattan;1989;94 min;Action, Adventure;1989-04-15;3,9;257;USA
98453;Teen Witch;1989;90 min;Comedy, Fantasy, Romance;1989-04-28;6,2;5341;USA
98463;That Summer of White Roses;1989;98 min;Drama, War;1989-07-11;6,2;107;Yugoslavia, UK
98465;Thelonious Monk: Straight, No Chaser;1988;90 min;Documentary, Biography, Music;1990-10-31;7,7;686;USA
98467;They Call Me Macho Woman!;1991;81 min;Action, Comedy;1991-02-01;4,1;100;USA
98471;Three Fugitives;1989;96 min;Action, Comedy;1989-01-27;6;8069;USA
98481;Darkness Light Darkness;1989;6 min;Animation, Short, Comedy;;7,9;2960;Czechoslovakia
98486;The Death King;1990;80 min;Drama, Horror;1990-01-25;6,6;1278;West Germany
98492;Gunbuster;1988;180 min;Animation, Action, Drama;1988-10-07;7,9;719;Japan
98502;The Toxic Avenger Part III: The Last Temptation of Toxie;1989;102 min;Comedy, Horror, Sci-Fi;1989-11-24;4,3;3023;USA
98503;The Toxic Avenger Part II;1989;102 min;Comedy, Horror, Sci-Fi;1989-02-24;5;4313;USA
98512;The Trial of the Incredible Hulk;1989;100 min;Action, Adventure, Drama;1989-05-07;5,9;1624;USA
98513;Triumph of the Spirit;1989;120 min;Biography, Drama, History;1989-12-23;6,9;1591;USA
98519;Troop Beverly Hills;1989;105 min;Adventure, Comedy;1989-03-24;5,4;6880;USA
98520;Too Beautiful for You;1989;91 min;Comedy, Drama, Romance;1990-04-01;6,7;1902;France
98524;True Believer;1989;108 min;Drama, Crime;1989-02-17;6,7;3133;USA
98528;True Love;1989;104 min;Comedy, Romance;1989-09-15;5,9;522;USA
98532;The Match Factory Girl;1990;68 min;Drama, Comedy;1992-11-06;7,7;5539;Finland, Sweden
98533;Tumbledown;1988;115 min;Biography, Drama, War;1988-05-30;7,6;346;UK
98536;Turner & Hooch;1989;97 min;Comedy, Crime, Drama;1989-07-28;6;43848;USA
98544;T�cknamn Coq Rouge;1989;90 min;Thriller;1989-08-25;5,7;782;Sweden
98546;UHF;1989;97 min;Comedy;1989-07-21;7;20513;USA
98552;Love Without Pity;1989;84 min;Comedy, Romance;1989-11-22;7;524;France
98554;Uncle Buck;1989;100 min;Comedy, Drama, Family;1989-08-16;6,9;57695;USA
98557;Under the Boardwalk;1988;103 min;Comedy, Romance;1989-04-01;5,2;247;USA
98559;Underg�ngens arkitektur;1989;119 min;Documentary, History;1989-10-13;8;733;Sweden
98575;Valmont;1989;137 min;Drama, Romance;1989-11-17;7;9365;France, USA
98577;Vampire's Kiss;1988;103 min;Comedy, Horror;1989-06-02;5,8;8591;USA
98596;Life and Nothing But;1989;135 min;Drama, War;1989-09-06;7,5;1098;France
98598;Willy the Sparrow;1989;76 min;Animation, Family;1989-11-18;7,5;628;Hungary
98598;Willy the Sparrow;1989;76 min;Animation, Family;1989-11-18;7,5;624;Hungary
98606;The Voice of the Moon;1990;120 min;Comedy, Drama;1990-02-01;6,5;1469;Italy, France
98615;Wait Until Spring, Bandini;1989;100 min;Drama, Sport;1989-12-06;6,2;360;Belgium, France, Italy, USA
98621;The War of the Roses;1989;116 min;Comedy;1989-12-08;6,8;34874;USA
98622;Warlock;1989;103 min;Action, Fantasy, Horror;1991-01-11;6,2;10953;USA
98623;Warm Summer Rain;1989;82 min;Drama, Romance;1989-04-01;4,9;331;USA
98624;Water and Power;1989;57 min;Documentary;1989-10-01;7,4;136;USA
98625;We're No Angels;1989;101 min;Comedy, Crime;1989-12-15;6;16190;USA
98627;Weekend at Bernie's;1989;97 min;Comedy;1989-07-05;6,3;35981;USA
98635;When Harry Met Sally...;1989;96 min;Comedy, Drama, Romance;1989-07-21;7,6;137614;USA
98638;When the Whales Came;1989;100 min;Drama;1989-10-20;6,5;273;UK
98645;Who's Harry Crumb?;1989;94 min;Comedy, Crime, Mystery;1989-02-03;5,8;11805;USA, Canada
98649;Wicked Stepmother;1989;90 min;Comedy, Fantasy;1989-02-03;3,9;1241;USA
98656;William S. Burroughs: Commissioner of Sewers;1991;60 min;Documentary;;7;103;Germany
98659;Winter People;1989;110 min;Drama;1989-04-14;6,2;878;USA
98663;The Wizard;1989;100 min;Adventure, Comedy, Drama;1989-12-15;6;9943;USA
98669;Herdsmen of the Sun;1989;52 min;Documentary, Short;1989-06-12;7,4;428;France, West Germany
98672;The Woman in Black;1989;100 min;Horror, Mystery;1989-12-24;7,4;3525;UK
98678;Worth Winning;1989;103 min;Comedy, Romance;1989-10-27;6;1271;USA
98681;Mad Mission V: The Terracotta Hit;1989;103 min;Action, Comedy, Crime;1989-01-28;5,4;252;Hong Kong
98691;A Better Tomorrow III: Love and Death in Saigon;1989;105 min;Action, War;1989-10-20;5,9;2170;Hong Kong
98692;Wicked City;1987;82 min;Animation, Fantasy, Horror;1993-08-20;6,8;3264;Japan
98724;Sex, Lies, and Videotape;1989;100 min;Drama;1989-09-22;7,2;35093;USA
98725;Sweetie;1989;97 min;Comedy, Drama;1989-09-28;6,9;2308;Australia
98732;Last Images of the Shipwreck;1989;131 min;Drama;1990-04-05;7,2;216;Argentina, Spain
98769;The Civil War;1990;680 min;Documentary, History, War;1990-09-23;9,4;4625;USA
98769;The Civil War;1990;680 min;Documentary, History, War;1990-09-23;9,4;4624;USA
98898;Prime Suspect;1991;207 min;Crime, Drama, Mystery;1992-01-23;8,5;3773;UK
98961;Les 1001 nuits;1990;98 min;Adventure, Comedy, Fantasy;1990-04-11;5,5;682;France, Italy, Germany
98962;12:01 PM;1990;25 min;Sci-Fi, Short;;7,8;856;USA
98965;3 Little Ninjas and the Lost Treasure;1990;100 min;Action;;1,7;681;USA
98966;3 Men and a Little Lady;1990;104 min;Comedy, Drama, Family;1990-11-21;5,2;16313;USA
98967;Boiling Point;1990;96 min;Action, Comedy, Crime;1990-09-15;6,8;4247;Japan
98972;Tales of a Golden Geisha;1990;114 min;Comedy, Drama;1990-06-02;6,5;126;Japan
98987;The Adventures of Ford Fairlane;1990;104 min;Action, Adventure, Comedy;1990-07-11;6,2;13776;USA
98994;After Dark, My Sweet;1990;114 min;Crime, Drama, Mystery;1990-08-24;6,6;2325;USA
99005;Air America;1990;113 min;Action, Comedy;1990-08-10;5,7;20438;USA
99012;Alice;1990;102 min;Comedy, Fantasy, Romance;1991-01-10;6,6;9823;USA
99014;All the Vermeers in New York;1990;87 min;Comedy, Drama, Romance;1992-05-01;6,7;371;USA
99017;Alligator Eyes;1990;101 min;Drama, Romance, Thriller;1991-02-15;4,5;122;USA
99018;Almost an Angel;1990;95 min;Comedy, Drama;1990-12-19;5,4;2881;USA
99026;The Ambulance;1990;91 min;Action, Comedy, Horror;1990-03-31;5,8;1919;USA
99028;American Dream;1990;98 min;Documentary;1990-10-06;7,9;589;USA, UK
99030;The Amityville Curse;1989;91 min;Horror;1990-05-07;2,8;1137;Canada, USA
99040;An Angel at My Table;1990;158 min;Biography, Drama;1990-09-20;7,6;4703;New Zealand, Australia, UK
99043;Anjali;1990;150 min;Family, Drama;;8;1306;India
99044;Another 48 Hrs.;1990;93 min;Action, Comedy, Crime;1990-06-08;5,8;27084;USA
99044;Another 48 Hrs.;1990;93 min;Action, Comedy, Crime;1990-06-08;5,8;27170;USA
99052;Arachnophobia;1990;103 min;Comedy, Horror, Sci-Fi;1990-07-18;6,3;46787;USA
99053;Archangel;1990;90 min;Comedy, Romance, War;1990-09-01;6,8;852;Canada
99054;Archie: To Riverdale and Back Again;1990;100 min;Comedy, Family;1990-05-06;6;276;USA
99065;Aschenputtel;1989;80 min;Fantasy;1989-09-28;6,4;97;West Germany, France, Spain, Italy, Czechoslovakia
99072;Autobus;1991;95 min;Drama, Thriller;1991-04-03;6,2;252;France
99073;Avalon;1990;128 min;Drama;1990-10-19;7,3;4593;USA
99077;Awakenings;1990;121 min;Biography, Drama;1991-01-11;7,8;84974;USA
99083;Babnik;1990;74 min;Comedy;2001-09-28;5,1;92;Soviet Union
99088;Back to the Future Part III;1990;118 min;Action, Adventure, Comedy;1990-05-25;7,4;242390;USA
99089;Back to the USSR - takaisin Ryssiin;1992;110 min;Comedy, Drama;1992-03-27;5,7;127;Finland
99090;Backstreet Dreams;1990;96 min;Drama;1990-08-24;4,9;156;USA
99091;Bad Influence;1990;99 min;Crime, Drama, Thriller;1990-03-09;6,2;5186;USA
99103;Bandits;1991;95 min;Action, Adventure, War;1991-08-09;6,7;134;Mexico, Spain
99108;Basket Case 2;1990;90 min;Comedy, Horror;1990-08-17;5,2;2850;USA
99121;Berkeley in the Sixties;1990;117 min;Documentary;1992-03-26;7,5;576;USA
99127;Bethune: The Making of a Hero;1990;115 min;Biography, Drama, Romance;1993-09-17;6,8;268;Canada, China, France
99128;Betsy's Wedding;1990;94 min;Comedy, Romance;1990-06-22;5,6;2760;USA
99137;The Big One: The Great Los Angeles Earthquake;1990;180 min;Drama;1990-11-11;6,1;413;USA
99138;The Big Steal;1990;99 min;Comedy;1990-09-20;6,9;725;Australia
99141;Bird on a Wire;1990;110 min;Action, Comedy, Romance;1990-05-18;5,8;28560;USA
99143;Black Rainbow;1989;103 min;Horror, Thriller;1991-12-05;5,9;930;UK
99151;Blood Games;1990;90 min;Action, Thriller;1990-12-12;4,9;367;USA
99160;Blue Steel;1989;102 min;Action, Crime, Drama;1990-03-16;5,6;8578;USA
99165;The Bonfire of the Vanities;1990;125 min;Comedy, Drama;1990-12-21;5,4;16807;USA
99166;Book of Love;1990;82 min;Comedy, Romance;1991-08-08;6;797;USA
99172;Braca po materi;1988;105 min;Drama;1988-06-30;7,9;629;Yugoslavia
99173;Brain Dead;1990;85 min;Horror, Mystery, Sci-Fi;1990-01-19;6;2511;USA
99180;Bride of Re-Animator;1989;96 min;Comedy, Horror, Sci-Fi;1990-07-08;6,2;8615;USA
99188;Buried Alive;1990;93 min;Horror, Thriller;1990-05-09;6,6;2665;USA
99188;Buried Alive;1990;93 min;Horror, Thriller;1990-05-09;6,6;2695;USA
99197;By Dawn's Early Light;1990;100 min;Drama, Thriller, Action;1990-05-19;7,1;1942;USA
99204;Cadillac Man;1990;97 min;Comedy, Crime;1990-05-18;5,6;10142;USA
99212;Camp Cucamonga;1990;93 min;Action, Adventure, Comedy;1990-09-23;5,9;731;USA
99212;Camp Cucamonga;1990;93 min;Action, Adventure, Comedy;1990-09-23;5,9;731;USA
99225;Caroline?;1990;100 min;Drama;1990-04-29;7,4;280;USA
99242;Chattahoochee;1989;97 min;Biography, Drama;1990-04-20;6,4;1340;USA
99248;The Big Heat;1988;98 min;Action, Crime, Thriller;1988-09-22;7;485;Hong Kong
99250;Chicago Joe and the Showgirl;1990;103 min;Crime, Drama, Romance;1990-07-27;4,8;556;UK
99253;Child's Play 2;1990;84 min;Horror;1990-11-09;5,7;28650;USA
99259;The China Lake Murders;1990;97 min;Mystery, Thriller;1990-01-31;6,3;348;USA
99260;China O'Brien;1990;86 min;Action;1992-01-10;4,8;754;USA
99263;The Christmas Toy;1986;50 min;Family, Musical;1986-12-06;8;763;USA, Canada
99266;My Mother's Castle;1990;98 min;Adventure, Biography, Comedy;1991-09-01;7,5;3494;France
99271;Circuitry Man;1990;93 min;Action, Sci-Fi;1990-12-13;4,6;596;USA
99274;City of the Blind;1991;87 min;Drama;1991-10-31;6,6;75;Mexico
99277;Class of 1999;1989;99 min;Action, Horror, Sci-Fi;1990-05-11;5,7;4238;USA
99280;Club Fed;1990;93 min;Comedy;1990-08-09;3,2;201;USA
99291;Come See the Paradise;1990;138 min;Drama, History, Romance;1991-01-01;6,7;2001;USA
99292;The Comfort of Strangers;1990;107 min;Drama, Thriller;1991-04-01;6,5;2932;USA, Italy, UK
99293;Le comiche;1990;90 min;Comedy;1990-10-28;5,7;788;Italy
99300;Convicts;1991;93 min;Drama;1991-12-06;5,9;447;USA
99310;Coupe de Ville;1990;99 min;Comedy, Drama;1990-03-09;6,7;1784;USA
99311;The Court-Martial of Jackie Robinson;1990;100 min;Biography, Drama;1990-10-15;6,7;145;USA
99312;Cover-Up;1991;90 min;Action, Thriller;1991-02-09;4,2;913;UK, Israel
99313;Crash and Burn;1990;85 min;Horror, Sci-Fi;1990-09-01;4,9;714;USA
99316;Crazy People;1990;90 min;Comedy;1990-04-13;5,8;3278;USA
99317;Creature Comforts;1989;5 min;Animation, Comedy, Short;1989-07-15;7,8;4503;UK
99321;Criminal Justice;1990;90 min;Drama;1990-09-08;6,7;254;USA
99327;A Cry in the Wild;1990;82 min;Action, Adventure, Thriller;1990-06-01;5,4;696;USA
99329;Cry-Baby;1990;85 min;Comedy, Musical;1990-04-06;6,5;40945;USA
99334;Cyrano de Bergerac;1990;137 min;Biography, Comedy, Drama;1990-12-01;7,6;16764;France
99341;Daddy Nostalgia;1990;105 min;Drama;1991-05-01;7;500;France
99342;Daddy's Dyin'... Who's Got the Will?;1990;95 min;Comedy;1990-05-04;5,7;618;USA
99348;Dances with Wolves;1990;181 min;Adventure, Drama, Western;1990-11-21;8;171937;USA, UK
99364;The Dark Side of the Moon;1990;87 min;Action, Horror, Sci-Fi;1990-05-30;5,1;1493;USA
99365;Darkman;1990;96 min;Action, Crime, Fantasy;1990-08-24;6,4;44894;USA
99371;Days of Thunder;1990;107 min;Action, Drama, Sport;1990-06-27;5,9;55988;USA
99377;Deadbeat at Dawn;1988;80 min;Action, Crime;1999-05-14;7,1;854;USA
99384;Death Spa;1989;88 min;Horror;1990-10-01;5,2;633;USA
99385;Death Warrant;1990;89 min;Action, Crime, Mystery;1990-09-14;5,6;11163;Canada, USA
99387;The Death of the Incredible Hulk;1990;95 min;Action, Adventure, Drama;1990-02-18;5,7;1390;USA
99388;Deathstalker IV: Match of Titans;1991;85 min;Action, Adventure, Fantasy;;3,2;524;USA
99397;Defenseless;1991;104 min;Mystery, Thriller;1991-08-23;5,8;551;USA
99399;Delta Force 2: The Colombian Connection;1990;111 min;Action, Adventure, Crime;1990-08-24;4,6;4606;USA
99401;Demon Wind;1990;96 min;Horror;1990-07-05;4,8;722;USA
99406;La d�senchant�e;1990;78 min;Drama, Romance;1998-05-27;6,3;286;France
99409;Desperate Hours;1990;105 min;Crime, Drama, Thriller;1990-10-05;5,4;4966;USA
99422;Dick Tracy;1990;105 min;Action, Comedy, Crime;1990-06-15;6,1;45312;USA
99423;Die Hard 2;1990;124 min;Action, Thriller;1990-07-04;7,1;248073;USA
99426;Bullet in the Head;1990;136 min;Action, Crime, Drama;1990-08-17;7,7;7596;Hong Kong
99429;Dil;1990;172 min;Comedy, Drama, Romance;1990-06-22;6,9;3052;India
99430;Dimenticare Palermo;1990;100 min;Thriller;1990-02-14;5,4;325;Italy, France
99436;La discr�te;1990;94 min;Drama, Romance;1990-11-21;7;646;France
99447;Dog Tags;1985;93 min;Action, War;;4,7;96;USA
99450;The Boyfriend School;1990;101 min;Comedy, Romance;1990-09-21;5,8;1721;UK, USA
99460;Downtown;1990;96 min;Action, Comedy, Crime;1990-01-12;5,6;1359;USA
99462;Dream Machine;1991;88 min;Action, Comedy, Crime;1991-11-13;5,1;511;USA
99463;Dream Trap;1990;90 min;Comedy, Romance;1990-05-01;5,8;196;USA
99472;DuckTales the Movie: Treasure of the Lost Lamp;1990;74 min;Animation, Adventure, Comedy;1990-08-03;6,9;19877;France, USA
99474;Dune Warriors;1991;80 min;Action, Adventure, Sci-Fi;1991-01-18;3,7;170;USA
99480;Eating;1990;110 min;Comedy, Drama;1990-11-30;6,3;215;USA
99487;Edward Scissorhands;1990;105 min;Drama, Fantasy, Romance;1990-12-14;8;327895;USA
99496;Elves;1989;89 min;Horror;;4,1;526;USA
99506;Enid Is Sleeping;1990;105 min;Comedy, Crime;1991-05-17;5,5;304;USA
99512;Ernest Goes to Jail;1990;81 min;Comedy, Crime, Family;1990-04-06;5,3;6986;USA
99520;Everybody Wins;1990;97 min;Drama, Mystery, Thriller;1990-01-19;5;820;UK, USA
99524;Evil Toons;1992;90 min;Animation, Comedy, Horror;1993-11-26;3,7;1467;USA
99528;The Exorcist III;1990;110 min;Drama, Horror, Mystery;1990-08-17;6,3;16741;USA
99545;Fantozzi alla riscossa;1990;105 min;Comedy;1990-12-21;5,8;772;Italy
99546;Far Out Man;1990;81 min;Comedy;1990-05-11;4,9;788;USA
99557;Fear;1990;90 min;Mystery, Thriller;1990-07-15;6,3;691;USA
99558;Armour of God 2: Operation Condor;1991;80 min;Action, Adventure, Comedy;1997-07-18;7,2;12598;Hong Kong
99566;The Field;1990;107 min;Drama, Thriller;1991-03-01;7,4;3871;Ireland
99575;Fire Birds;1990;85 min;Action, Adventure;1990-05-25;4,6;4560;USA
99578;The First Power;1990;98 min;Crime, Horror, Thriller;1990-04-06;5,6;2392;USA
99581;Flashback;1990;108 min;Action, Adventure, Comedy;1990-02-02;6,1;3738;USA
99582;Flatliners;1990;115 min;Drama, Horror, Sci-Fi;1990-08-10;6,5;58730;USA
99587;Flight of the Intruder;1991;115 min;Action, Romance, War;1991-01-18;5,7;4510;USA
99595;The Forbidden Dance;1990;97 min;Drama, Romance;1990-03-16;3,3;1239;USA
99601;The Forgotten One;1989;100 min;Horror, Mystery, Romance;1989-10-01;6,3;245;USA
99606;The Fourth War;1990;91 min;Drama, Thriller;1990-03-23;5,6;916;USA, Canada
99611;Frankenhooker;1990;85 min;Comedy, Horror, Sci-Fi;1990-06-01;6,1;5175;USA
99612;Roger Corman's Frankenstein Unbound;1990;85 min;Drama, Horror, Sci-Fi;1990-11-02;5,4;2819;USA
99614;Miao tan shuang long;1989;100 min;Action, Comedy, Thriller;1989-11-18;5,4;127;Hong Kong, USA, China
99615;The Freshman;1990;102 min;Comedy, Crime;1990-07-20;6,5;15124;USA
99623;Funny About Love;1990;101 min;Comedy, Romance;1990-09-21;4,8;893;USA
99629;Curry and Pepper;1990;101 min;Crime, Action, Romance;1990-05-24;6,6;577;Hong Kong
99634;The Garden;1990;88 min;Drama;;6,7;483;UK, Germany, Japan
99636;Gate 2: The Trespassers;1990;90 min;Fantasy, Horror, Comedy;1992-02-28;4,6;1096;USA, Canada
99637;Nightmare Concert (A Cat in the Brain);1990;93 min;Comedy, Horror;1990-08-08;5,7;1899;Italy
99648;Getting Lucky;1990;85 min;Comedy, Fantasy;;4,5;234;USA
99648;Getting Lucky;1990;85 min;Comedy, Fantasy;;4,5;235;USA
99652;Ghayal;1990;163 min;Comedy, Action, Crime;1990-06-08;7,5;1891;India
99653;Ghost;1990;127 min;Drama, Fantasy, Romance;1990-07-13;7;143276;USA
99654;Ghost Dad;1990;83 min;Comedy, Family, Fantasy;1990-06-29;4,3;5973;USA
99655;A Ghost in Monte Carlo;1990;91 min;Drama, Romance;1990-04-02;7,3;537;UK, Austria, Italy, USA, West Germany
99656;Ghosts Can't Do It;1989;90 min;Comedy, Crime, Fantasy;1990-06-01;2,2;1848;USA
99669;My Father's Glory;1990;105 min;Adventure, Biography, Drama;1991-08-01;7,6;4522;France
99673;Good Evening, Mr. Wallenberg;1990;115 min;Biography, Drama, War;1990-10-05;6,6;766;Sweden, Hungary, Norway
99673;Good Evening, Mr. Wallenberg;1990;115 min;Biography, Drama, War;1990-10-05;6,6;766;Sweden, Hungary, Norway
99674;The Godfather: Part III;1990;162 min;Crime, Drama;1990-12-26;7,6;238028;USA
99685;Goodfellas;1990;146 min;Biography, Crime, Drama;1990-09-21;8,7;651517;USA
99691;Graffiti Bridge;1990;95 min;Drama, Music, Musical;1990-11-02;4,1;1095;USA
99697;Graveyard Shift;1990;89 min;Horror;1990-10-26;4,7;6362;USA, Japan
99699;Green Card;1990;103 min;Comedy, Drama, Romance;1991-02-01;6,2;17665;France, Australia, USA
99700;Gremlins 2: The New Batch;1990;106 min;Comedy, Horror;1990-06-15;6,3;60620;USA
99701;The Rift;1990;82 min;Action, Adventure, Horror;1990-07-26;4,3;737;Spain, USA
99703;The Grifters;1990;110 min;Crime, Drama, Thriller;1991-01-04;7;19604;USA
99704;Grim Prairie Tales: Hit the Trail... to Terror;1990;86 min;Horror, Western;1990-09-14;5,3;641;USA
99710;The Guardian;1990;92 min;Drama, Horror, Mystery;1990-04-27;5,3;3265;USA
99715;De gulle Minnaar;1990;100 min;Comedy;1990-07-06;3,4;404;Netherlands
99719;Red Dust;1990;94 min;Romance, War;1990-11-23;7,3;255;Hong Kong, Taiwan
99720;Guns;1990;96 min;Action, Thriller;1990-11-09;3,6;591;USA
99726;Hamlet;1990;135 min;Drama;1991-01-18;6,8;16689;USA, UK, France
99729;Hamoun;1990;120 min;Drama;;8,3;4803;Iran
99731;The Handmaid's Tale;1990;108 min;Drama, Romance, Sci-Fi;1990-03-09;6;5086;USA, Germany
99733;Happily Ever After;1990;75 min;Family, Animation, Musical;1993-05-28;4,9;1639;USA
