imdbID;title;year;runtime;genre;released;imdbRating;imdbVotes;country
2261749;The Gilded Cage;2013;90 min;Comedy;2013-04-24;7,4;6920;France
2262010;Gladio: L'esercito segreto della Nato;2010;52 min;Documentary;;;;Italy, UK, Spain, Germany, Switzerland
2262161;Sunset Song;2015;135 min;Drama;2015-09-01;;;UK, Sweden
2262221;The Cinema Snob Movie;2012;124 min;Comedy, Mystery, Thriller;2012-09-27;7,7;291;USA
2262227;The Book of Life;2014;95 min;Animation, Adventure, Comedy;2014-10-17;7,3;34487;USA
2262270;Spud 2: The Madness Continues;2013;91 min;Comedy;2013-06-06;6,2;680;South Africa
2262308;Halo 4: Forward Unto Dawn;2012;21 min;Action, Sci-Fi;2012-12-04;7,1;18748;USA
2262345;Long Way North;2015;;Animation;2015-12-16;8;15;France
2262456;The Hollow Crown;2012;;Drama, History;2012-06-30;8,4;2587;UK
2262518;Have Glove, Will Travel;2014;;Drama;;;;
2263058;More Than Honey;2012;95 min;Documentary;2012-11-08;7,5;2604;Switzerland, Germany, Austria
2263210;Convenience;2015;;Comedy;2015-10-02;;;UK
2263814;The Maid's Room;2013;98 min;Thriller;2014-08-08;4,5;569;USA
2263944;Dragon Ball Z: Battle of Gods;2013;85 min;Animation, Action, Comedy;2014-08-05;7,3;16046;Japan
2265050;A Short History of Decay;2014;94 min;Comedy;2015-02-25;6,1;296;USA
2265080;Red Wing;2013;108 min;Drama, Romance;2015-01-14;6,8;133;USA
2265080;Red Wing;2013;108 min;Drama, Romance;2015-01-14;6,8;135;USA
2265171;The Raid 2;2014;150 min;Action, Crime, Thriller;2014-04-11;8;73217;Indonesia, USA
2265179;Blood Brother;2013;92 min;Documentary;2014-04-29;8,2;1161;USA
2265398;Drinking Buddies;2013;90 min;Comedy, Drama, Romance;2013-07-25;6,1;41848;USA
2265398;Drinking Buddies;2013;90 min;Comedy, Drama, Romance;2013-07-25;6,1;41858;USA
2265534;The Lifeguard;2013;98 min;Drama, Romance;2013-07-30;5,7;10278;USA
2265567;Sweet Micky for President;2015;89 min;Documentary, Music, News;2015-01-24;8,8;20;USA, Haiti, Canada
2265779;Botsman i popugay;1982;9 min;Animation;;6,6;18;Soviet Union
2266184;Fugu & Tako;2012;;Short;2012-08-10;6,3;36;Australia
2266781;Magical Universe;2013;80 min;Documentary, Biography;2014-10-31;7,7;647;USA
2267454;Zombie Resurrection;2014;86 min;Horror;2015-03-23;2,7;210;UK
2267454;Zombie Resurrection;2014;86 min;Horror;2015-03-23;2,7;207;UK
2267968;Kung Fu Panda 3;2016;;Animation, Action, Adventure;2016-01-29;;;China, USA
2267998;Gone Girl;2014;149 min;Drama, Mystery, Thriller;2014-10-03;8,2;456460;USA
2268016;Magic Mike XXL;2015;115 min;Comedy, Drama, Music;2015-07-01;6,3;11903;USA
2268419;Dead in Tombstone;2013;100 min;Action, Fantasy, Horror;2013-10-22;4,8;3558;USA
2268433;End of the Gun;2013;;Action, Thriller;;;;
2268458;These Final Hours;2013;87 min;Drama, Thriller;2014-07-31;6,6;8063;Australia
2268573;Stranded;2013;84 min;Horror, Sci-Fi;2013-07-26;3,5;3084;Canada, UK
2268617;Puss in Boots: The Three Diablos;2012;13 min;Animation, Short, Adventure;2012-02-24;7,1;2230;USA
2268732;Museum Hours;2012;107 min;Drama;2013-09-06;6,9;1384;Austria, USA
2270274;George Lopez: It's Not Me, It's You;2012;56 min;Comedy;2012-07-14;5,6;156;USA
2270382;To Boldly Flee;2012;209 min;Adventure, Comedy, Sci-Fi;2012-10-20;7,7;736;USA
2270802;Mission: Sputnik;2013;90 min;Adventure, Family;2013-10-24;6,2;80;Germany, Belgium, Czech Republic
2271387;In God We Rust;2012;59 min;Comedy;2012-03-17;6,8;366;USA
2271401;Inori;2012;72 min;Documentary;2013-05-04;7;71;Japan
2271563;Forsaken;2015;;Drama, Western;;;;Canada, France
2271771;When Hari Got Married;2013;75 min;Documentary, Family;2013-03-16;6,4;10;UK, India, USA
2272336;Ghost Team One;2013;84 min;Comedy, Horror;2013-01-20;4,5;1710;USA
2272350;The Battery;2012;101 min;Adventure, Drama, Horror;2013-06-04;6,4;5344;USA
2272918;Flying Home;2014;95 min;Romance;2014-04-02;6,2;2575;Belgium, Germany
2273321;Jim Gaffigan: Mr. Universe;2012;78 min;Documentary, Comedy;2012-04-11;7,8;1618;USA
2273657;True Story;2015;99 min;Drama, Mystery, Thriller;2015-04-17;6,3;16441;USA
2274064;The Last White Knight;2012;78 min;Documentary, Biography, History;2013-07-31;7,2;115;USA, Canada
2274356;Jim Jefferies: Fully Functional;2012;;Documentary, Comedy;2012-10-30;8,1;1290;USA
2274570;Bad Milo;2013;85 min;Comedy, Horror;2013-08-29;5,7;4507;USA
2274604;Eat with Me;2014;95 min;Comedy, Drama, Romance;2014-06-15;6,2;314;USA
2275471;A Perfect Man;2013;95 min;Drama;2013-10-31;5,2;1254;USA
2275549;Bill W.;2012;104 min;Documentary, Biography, History;2012-05-18;7,3;134;USA, Canada
2275656;Star Wars: Threads of Destiny;2014;110 min;Action, Adventure, Sci-Fi;2014-02-23;4,1;381;Sweden
2275813;Vegetarian Cannibal;2012;85 min;Drama;2012-03-01;7,2;1325;Croatia
2275861;Must Have Been Love;2012;85 min;Drama, Romance;2012-10-19;5,7;437;Norway, Finland
2275946;Redirected;2014;99 min;Action, Comedy, Crime;2014-01-10;6,8;27417;UK, Lithuania
2276000;Miss You Can Do It;2013;75 min;Documentary, Drama, Family;2013-06-24;8,1;149;USA
2276069;A Master Builder;2013;130 min;Drama;2014-06-22;5,6;271;USA
2276480;A Little Game;2014;92 min;Adventure, Family;2014-04-26;6,5;169;USA
2276778;Les profs;2013;88 min;Comedy;2013-04-17;5;1510;France
2277106;The Man Who Saved the World;2014;110 min;Documentary;2015-09-18;7,9;329;Denmark
2277860;Finding Dory;2016;;Animation, Adventure, Comedy;2016-06-17;;;USA
2277946;Plastic Paradise: The Great Pacific Garbage Patch;2013;57 min;Documentary, Adventure, Family;2014-04-22;7,4;265;USA
2278284;S#x Acts;2012;100 min;Drama;2013-12-05;6,2;361;Israel
2278388;The Grand Budapest Hotel;2014;99 min;Adventure, Comedy, Drama;2014-03-28;8,1;382211;USA, Germany, UK
2278388;The Grand Budapest Hotel;2014;99 min;Adventure, Comedy, Drama;2014-03-28;8,1;378344;USA, Germany, UK
2278392;American Dreams in China;2013;112 min;Drama;2013-05-17;7,1;1197;China
2278870;ISRA-88;2015;;Sci-Fi;;;;USA
2278871;Blue Is the Warmest Color;2013;179 min;Drama, Romance;2013-10-09;7,9;75040;France, Belgium, Spain
2278988;Forgotten;2012;96 min;Drama, Mystery, Thriller;2012-12-20;5,8;422;Germany
2279313;The Brussels Business;2012;85 min;Documentary, History;2012-03-16;6,8;160;Belgium, Austria, USA, France, Switzerland, Indonesia, UK
2279314;Enchiridion;2012;81 min;Animation, Drama, Horror;;6,4;17;USA
2279339;Love the Coopers;2015;;Comedy;2015-11-13;;;USA
2279353;The Startup Kids;2012;55 min;Documentary, Biography;2012-09-29;6,8;454;Iceland, USA, UK, Denmark, Sweden, Germany
2279373;The SpongeBob Movie: Sponge Out of Water;2015;92 min;Animation, Adventure, Comedy;2015-02-06;6,1;25884;USA
2279786;Johan Falk: Kodnamn: Lisa;2012;106 min;Action, Crime, Thriller;2013-03-15;7,5;1603;Sweden, Germany
2279838;Johan Falk: Organizatsija Karayan;2012;97 min;Action, Crime, Thriller;2012-11-07;6,5;1059;Sweden
2279864;Clear History;2013;101 min;Comedy;2013-08-10;6,5;12939;USA
2279922;Return to Nuke 'Em High Volume 1;2013;85 min;Comedy, Horror, Sci-Fi;2014-01-10;5,4;1070;USA
2280378;The Punisher: Dirty Laundry;2012;10 min;Short, Action, Crime;2012-07-15;8,2;5300;USA
2280964;Real;2013;127 min;Drama, Sci-Fi;2013-06-01;5,8;570;Japan
2281065;21 Ways to Ruin a Marriage;2013;89 min;Comedy;2013-02-08;6,3;1342;Finland
2281069;A Christmas Story 2;2012;85 min;Comedy;2012-10-30;3,3;1173;USA, Canada
2281095;American Addict;2012;98 min;Documentary, Drama;;7;119;USA
2281159;Contracted;2013;78 min;Drama, Horror, Thriller;2013-11-22;5,2;7626;USA
2281201;Doin' It in the Park: Pick-Up Basketball, NYC;2012;83 min;Documentary, History, Sport;2012-06-17;7,4;264;USA, France
2281239;Finding Truelove;2012;69 min;Documentary, Adventure, Comedy;;8;13;USA
2281267;Gregory Crewdson: Brief Encounters;2012;78 min;Documentary, Biography, Drama;2012-10-31;7,1;380;USA
2281345;A Magnificent Haunting;2012;105 min;Comedy, Drama, Fantasy;2012-03-16;6,6;3331;Italy
2281345;A Magnificent Haunting;2012;105 min;Comedy, Drama, Fantasy;2012-03-16;6,6;3378;Italy
2281365;Mortified Nation;2013;;Documentary;2013-11-05;7,4;643;USA
2281425;Body Fat Index of Love;2012;98 min;Comedy;2012-12-21;5,6;365;Finland
2281587;Muppets Most Wanted;2014;107 min;Adventure, Comedy, Crime;2014-03-21;6,5;21624;USA
2281591;Vanishing Pearls: The Oystermen of Pointe a la Hache;2014;80 min;Documentary, Biography, History;2014-04-01;7;32;USA
2282016;The Possession of Michael King;2014;83 min;Horror;2014-08-22;5,7;7301;USA
2282662;Our Nixon;2013;84 min;Documentary, Biography, Crime;2013-03-31;6,6;429;USA
2282697;Always Faithful;2012;72 min;Documentary;;6,3;9;USA
2282849;Porn in the Hood;2012;95 min;Comedy;2012-07-11;5,3;938;France
2282917;Platinum Data;2013;133 min;Mystery, Sci-Fi;2013-03-16;5,6;334;Japan
2282973;The Samurai That Night;2012;;Drama;2012-11-17;6,4;81;Japan
2282989;Supermarket;2012;81 min;Thriller;2012-12-25;5,4;144;Poland
2283748;OMG: Oh My God!;2012;125 min;Comedy, Drama, Family;2012-09-28;8,2;20094;India
2283748;OMG: Oh My God!;2012;125 min;Comedy, Drama, Family;2012-09-28;8,2;20146;India
2284766;Mary and Martha;2013;95 min;Drama;2013-04-20;6,8;2000;UK, USA
2284766;Mary and Martha;2013;95 min;Drama;2013-04-20;6,8;1990;UK, USA
2285557;Les Feux Arctiques;2011;45 min;Documentary, Biography, Drama;2011-11-18;;;Finland
2285752;Tears of Steel;2012;12 min;Short, Sci-Fi;2012-09-26;5,6;971;Netherlands
2286630;Line of Sight;2012;60 min;Documentary;2012-07-01;7,5;213;USA
2286988;Sleeping with the Fishes;2013;;Comedy;2013-08-10;6;123;USA
2286990;The Right Kind of Wrong;2013;97 min;Comedy, Romance;2014-02-06;6,2;6800;Canada
2287170;Man from Reno;2014;111 min;Crime, Drama, Mystery;2015-03-27;7,1;340;USA
2287418;It's Just a Ride;1994;;Documentary, Comedy;1994-06-19;7,5;37;USA
2287655;Bitch Hug;2012;101 min;Drama;2012-10-19;6;696;Sweden
2287663;Blue Lagoon: The Awakening;2012;85 min;Adventure, Drama, Romance;2012-06-16;5,7;8304;USA
2287675;Cockpit;2012;96 min;Comedy;2012-07-13;5,7;1466;Sweden
2287699;The Conductor;2012;86 min;Drama;2012-03-29;6,5;248;Russia
2287715;Ego;2013;105 min;Drama;2013-01-25;6,2;1913;Sweden
2287749;Girl Walk: All Day;2011;75 min;Music;2011-12-08;7,9;206;USA
2288005;A Turtle's Tale 2: Sammy's Escape from Paradise;2012;92 min;Animation, Adventure, Family;2012-08-15;5,7;1234;Belgium, USA, France
2288121;Tot eshchyo Karloson!;2012;80 min;;2012-03-15;5,6;2291;Russia
2288568;Be My Valentine;2013;90 min;Comedy, Family, Romance;2013-02-09;5,6;305;Canada
2289538;On My Way;2013;116 min;Comedy, Drama;2013-09-18;6,4;1392;France
2289920;Justice Is Mind;2013;153 min;Crime, Drama, Mystery;2014-09-13;7,3;75;USA
2290065;100 Bloody Acres;2012;91 min;Comedy, Horror;2013-08-01;5,9;2308;Australia
2290067;112 Weddings;2014;95 min;Documentary, Romance;2014-06-13;6,6;297;USA
2290075;8;2012;91 min;Drama, History;2012-03-03;7,5;381;USA
2290113;Along the Roadside;2013;108 min;Comedy, Music, Romance;2013-02-28;7,2;294;USA
2290151;Big Star: Nothing Can Hurt Me;2012;113 min;Documentary;2012-03-15;7,1;770;USA
2290153;Bill Burr: You People Are All the Same.;2012;69 min;Comedy;2012-08-16;8,1;1916;USA
2290553;Northmen - A Viking Saga;2014;97 min;Action, Adventure;2015-07-31;5,3;4667;Switzerland, Germany, South Africa
2290567;Once Upon a Time in Shanghai;2014;;Action, Crime;2014-01-09;6,9;1232;China, Hong Kong
2290645;Design of Death;2012;108 min;Drama;2012-04-28;6,4;261;China
2290739;The Devil's Hand;2014;86 min;Thriller;2014-11-06;4,8;1783;USA
2290789;Every Blessed Day;2012;102 min;Comedy, Drama, Romance;2012-10-11;6,8;848;Italy
2290819;Web-Cam;2012;;Thriller;;6,1;7;USA
2290828;Road to Ninja: Naruto the Movie;2012;109 min;Animation, Action, Adventure;2012-07-28;7,8;2251;Japan
2290840;Masquerade;2012;131 min;Drama, History;2012-09-13;7,9;3150;South Korea
2290845;Yedyanchi Jatra;2012;;Family;2012-02-03;6,1;9;India
2290966;Konets kanikul;1986;23 min;Short, Musical;;;;Soviet Union
2292182;Shark Week;2012;89 min;Action, Horror, Sci-Fi;2012-08-04;2,5;883;USA
2292196;Refuge;2013;89 min;Thriller;2013-03-22;7,2;65;USA
2292576;The Dream Team;2012;68 min;Documentary;2012-06-13;8,2;250;USA
2292625;Chakravyuh;2012;;Drama, Thriller, War;2012-10-24;6,9;2223;India
2292676;Juvenile Offender;2012;107 min;Crime, Drama;2012-11-22;6,6;130;South Korea
2292676;Juvenile Offender;2012;107 min;Crime, Drama;2012-11-22;6,6;135;South Korea
2292903;Rubberneck;2012;83 min;Drama, Thriller;;5,1;362;USA
2292955;The Billionaire;2011;131 min;Drama;2011-10-20;7,9;557;Thailand
2292959;The Canyons;2013;99 min;Drama, Thriller;2013-08-02;3,9;7755;USA
2293138;Vive la France;2013;94 min;Comedy;2013-02-20;5,8;2246;France
2293276;The Making of a Lady;2012;95 min;Drama;2014-02-09;6,7;737;UK
2293640;Minions;2015;91 min;Animation, Comedy, Family;2015-07-10;6,6;61922;USA
2293750;Scorned;2013;86 min;Thriller;2014-02-04;4,6;1311;USA
2294227;The Secret of Crickley Hall;2012;59 min;Drama, Horror;2012-10-28;6,9;1113;UK
2294449;22 Jump Street;2014;112 min;Action, Comedy, Crime;2014-06-13;7,1;219091;USA
2294473;Lesson of the Evil;2012;129 min;Thriller;2012-11-10;6,7;2543;Japan
2294629;Frozen;2013;102 min;Animation, Adventure, Comedy;2013-11-27;7,6;367582;USA
2294677;In a World...;2013;93 min;Comedy;2013-09-13;6,7;22982;USA
2294679;Informant;2012;81 min;Documentary;2013-09-13;6,1;265;USA
2294697;Kony 2012;2012;30 min;Documentary, Short, Biography;2012-03-05;4,5;387;USA
2294729;Mansome;2012;82 min;Documentary;2012-11-24;5,4;2482;USA
2294819;Souls of Zen;2012;89 min;Documentary;2013-03-06;8,5;29;Germany
2294916;The Image Revolution;2014;81 min;Documentary, Biography;2014-01-25;7,3;46;USA
2294965;Zero Charisma;2013;86 min;Comedy, Drama;2013-10-08;6,3;2010;USA
2295196;Hunting Elephants;2013;107 min;Comedy, Crime;2013-11-28;6,5;645;Israel, USA
2295722;Falcon Rising;2014;103 min;Action, Adventure;2014-11-27;5,7;4074;USA
2295750;It Happened in Saint-Tropez;2013;100 min;Comedy, Romance;2013-04-10;5,4;538;France, Belgium
2296404;Tai Chi Hero;2012;100 min;Action, Adventure;2012-10-25;6,2;2416;China
2296697;Concussion;2013;96 min;Drama;2013-12-05;5,7;2487;USA
2296709;Head Over Heels 2;2012;115 min;Comedy, Romance;2012-12-28;5,8;631;Brazil
2296747;En mai, fais ce qu'il te pla�t;2015;;Drama, History;2015-11-04;;;France
2296819;Kara;2012;7 min;Animation, Short, Sci-Fi;2012-03-08;8,4;548;France
2296857;Melody;2014;90 min;Drama;2015-05-06;6,9;96;Belgium, Luxembourg, France
2296935;The Legend of Sarila;2013;80 min;Animation, Adventure, Family;2013-05-16;5,3;441;Canada
2297031;TimeScapes;2012;52 min;Documentary;2012-04-17;7,9;770;New Zealand
2297063;Whitewash;2013;90 min;Drama, Thriller;2014-05-02;5,8;1129;Canada
2297108;100 Ghost Street: The Return of Richard Speck;2012;84 min;Horror;2012-07-24;3,9;698;USA
2297164;Doomsday Book;2012;115 min;Comedy, Drama, Fantasy;2012-04-11;5,9;2438;South Korea
2297894;Jeff Ross Roasts America;2012;60 min;Comedy;2012-08-11;7,2;85;USA
2297906;Teenage Bank Heist;2012;82 min;Thriller;2012-11-09;5,5;287;USA
2298304;Beach Pillows;2014;;Drama;2014-01-15;7,7;68;USA
2298384;Love Is in the Air;2013;96 min;Comedy, Romance;2013-04-03;6,3;2314;France
2298394;Free the Nipple;2014;78 min;Comedy, Drama;2014-12-12;3,6;864;USA
2298416;Suzanne;2013;94 min;Drama;2013-12-18;6,7;771;France
2298820;La cinqui�me saison;2012;93 min;Drama, Mystery;2013-01-23;7;874;Belgium, Netherlands, France
2299206;Blood Glacier;2013;98 min;Horror;2013-09-27;5,4;2021;Austria
2299248;Killing Lincoln;2013;92 min;Biography, Drama, History;2013-02-17;6,8;1595;USA
2299368;A Fairly Odd Christmas;2012;;Family, Fantasy;2012-11-29;5,2;390;USA
2299471;See You Tomorrow, Everyone;2013;120 min;Drama;2013-01-26;7;179;Japan
2299792;A Special Day;2012;89 min;Drama;2012-10-04;5,5;179;Italy
2299842;Pieta;2012;104 min;Drama;2012-09-06;7,2;8016;South Korea
2300975;Jessabelle;2014;90 min;Horror, Thriller;2014-11-07;5,4;12848;USA
2301155;Shootout at Wadala;2013;155 min;Action, Crime;2013-05-03;5,8;4085;India
2301592;The Dance of Reality;2013;133 min;Biography, Drama, Fantasy;2013-09-04;7,5;3220;France, Chile
2301900;Puppet Master X: Axis Rising;2012;86 min;Fantasy, Horror, Sci-Fi;2012-09-15;4;495;USA
2302334;Queen of Montreuil;2012;87 min;Comedy;2013-03-20;6,4;205;France
2302529;Aziz Ansari: Dangerously Delicious;2012;;Comedy;;7,1;1211;USA
2302531;All About You;2012;83 min;Drama;2013-04-11;5,8;44;Italy, Switzerland, France
2302601;Evil Feed;2013;90 min;Action, Horror;2014-06-28;3,9;492;Canada
2302739;My Beautiful Country;2012;88 min;Drama, Romance, War;2013-12-12;7,1;205;Germany, Serbia, Croatia
2302755;Olympus Has Fallen;2013;119 min;Action, Thriller;2013-03-22;6,5;177080;USA
2302925;Them Idiots Whirled Tour;2012;120 min;Comedy;2012-03-10;7,6;140;USA
2302931;Titanic at 100: Mystery Solved;2012;88 min;Documentary;2012-04-15;6,8;80;USA
2302966;i;2015;188 min;Action, Romance, Thriller;2015-01-14;7,8;10583;India
2302969;We Are the Freaks;2013;80 min;Comedy;2014-04-25;4,4;221;UK
2303110;Rise of the Dinosaurs;2013;83 min;Action, Horror, Sci-Fi;2013-05-11;2,3;861;USA
2303112;Act Like You Love Me;2013;88 min;Comedy, Romance;2013-08-06;5,4;212;USA
2304426;The Selfish Giant;2013;91 min;Drama;2013-10-25;7,3;7575;UK
2304459;23 Blast;2014;98 min;Drama, Family, Sport;2014-10-24;6,1;629;USA
2304517;Bikini Spring Break;2012;87 min;Comedy;2012-06-26;3,1;1362;USA
2304583;Death by China;2012;78 min;Documentary, Drama, History;2012-08-17;6;242;USA, China
2304655;Gabbar Singh;2012;153 min;Action, Comedy;2012-05-11;7,2;3564;India
2304700;Very Private Lesson;1998;40 min;Animation, Short, Comedy;1998-04-21;5,4;10;Japan
2304771;Mandela: Long Walk to Freedom;2013;141 min;Biography, Drama, History;2013-12-25;7,1;18775;UK, South Africa
2304870;Todd Barry: Super Crazy;2012;60 min;Comedy;2012-07-21;6,3;42;USA
2304915;The Green Prince;2014;101 min;Documentary, Biography;2014-11-27;7,1;1406;Germany, USA, UK, Israel
2304933;The 5th Wave;2016;;Adventure, Sci-Fi, Thriller;2016-01-15;;;USA
2304953;Reasonable Doubt;2014;91 min;Crime, Thriller;2014-01-17;5,7;11874;Germany, Canada, USA
2305051;Wild;2014;115 min;Adventure, Biography, Drama;2014-12-19;7,2;61159;USA
2305348;Vulgar Fractions;2011;29 min;Documentary, Animation, Short, Horror;;;;
2306687;Orania;2013;93 min;Documentary;2013-06-13;7;20;Germany, South Africa
2306783;The Falls;2012;91 min;Drama;;6,4;920;USA
2307002;One Eyed Girl;2014;102 min;Drama, Thriller;2015-04-02;7,7;65;Australia
2308260;A Night in Old Mexico;2013;103 min;Adventure, Drama;2014-05-09;5,8;2379;Spain, USA
2308725;Helpless;2012;117 min;Mystery, Thriller;2012-03-08;6,7;833;South Korea
2308733;Home Alone: The Holiday Heist;2012;87 min;Comedy, Crime, Family;2012-11-25;3,9;3186;USA, Canada
2308773;Born to Hate... Destined to Love;2012;120 min;Action, Drama, Romance;2012-05-11;6,6;4174;India
2308860;Traffickers;2012;111 min;Action, Crime, Drama;2012-08-30;6,4;355;South Korea
2308971;i hate myself :);2013;56 min;Documentary, Comedy, Drama;;7,7;15;USA
2309021;We Are What We Are;2013;105 min;Drama, Horror, Thriller;2013-10-25;5,8;12891;USA, France
2309224;Big Bad Wolves;2013;110 min;Crime, Thriller;2013-08-15;6,8;10780;Israel
2309260;The Gallows;2015;81 min;Horror, Thriller;2015-07-10;4,4;5178;USA
2309764;Singham Returns;2014;142 min;Action, Drama;2014-08-15;5,8;4217;India
2309788;The Gatekeepers;2012;101 min;Documentary;2013-03-14;7,6;4132;Israel, France
2309961;Afflicted;2013;85 min;Action, Adventure, Horror;2015-01-27;6,3;14152;Canada, USA
2309977;Fresh Guacamole;2012;2 min;Animation, Short;2012-03-02;7,3;2623;USA
2309987;Hate Story;2012;140 min;Thriller;2012-04-20;5,1;2051;India
2310109;Small Time;2014;104 min;Drama;2014-04-18;6;966;USA
2310157;Birders: The Central Park Effect;2012;;Documentary;2012-03-11;7,4;244;USA
2310332;The Hobbit: The Battle of the Five Armies;2014;144 min;Adventure, Fantasy;2014-12-17;7,5;288968;New Zealand, USA
2310792;Healing;2014;112 min;Drama;2015-05-01;6,7;443;Australia
2310800;Aim High in Creation;2013;96 min;Documentary, Adventure, Comedy;2014-07-10;7;51;Australia, North Korea, South Korea, Japan
2311182;Un prince (presque) charmant;2013;88 min;Comedy, Romance;2013-01-09;5,5;320;France
2311348;La vida inesperada;2013;105 min;Comedy;2014-04-25;6,5;599;Spain
2311948;Grantham & Rose;2014;90 min;Comedy, Drama, Family;;7,7;39;USA
2312184;Mucho Dinero;2015;;Action, Adventure, Comedy;2015-10-30;;;USA
2312262;Dick Figures: The Movie;2013;73 min;Animation, Action, Adventure;2013-09-17;7;1001;USA
2312390;The Gamers: Hands of Fate;2013;125 min;Adventure, Comedy, Fantasy;2013-08-15;6,8;438;USA
2312602;Reincarnated;2012;96 min;Documentary, Music;2013-03-22;6,2;1481;USA
2312702;Death of a Shadow;2012;20 min;Short, Drama, Fantasy;2012-09-10;7,2;1252;Belgium, France
2312718;Homefront;2013;100 min;Action, Crime, Drama;2013-11-27;6,5;74054;USA
2312890;Afternoon Delight;2013;98 min;Comedy, Drama;2013-12-11;5,8;6450;USA
2313189;Casting Couch;2013;94 min;Comedy;2013-03-12;4,9;2761;USA
2313197;Batman: The Dark Knight Returns, Part 1;2012;76 min;Animation, Action, Crime;2012-09-25;8;28619;USA
2313306;The Real Miyagi;2015;90 min;Documentary, Action, History;2015-02-20;9,3;41;USA, Canada, Japan, Panama
2313896;Beneath the Harvest Sky;2013;116 min;Drama;2014-04-18;6,2;685;USA
2314036;Imagine I'm Beautiful;2014;88 min;Drama;2014-10-17;5,4;180;USA
2314824;Behaving Badly;2014;97 min;Comedy;2014-07-01;4,3;5806;USA
2314886;Breakout;2013;89 min;Action, Thriller;2013-09-17;4,1;1763;Canada
2315152;A Werewolf Boy;2012;122 min;Fantasy, Romance;2012-11-30;7,3;2941;South Korea
2315200;Me, Myself and Mum;2013;85 min;Comedy;2013-11-20;6,6;5112;France, Belgium
2315226;The Great Passage;2013;134 min;Drama;2013-04-13;7,5;886;Japan
2315236;Library Wars;2013;128 min;Drama;2013-04-27;6,2;270;Japan
2315500;A Golden Christmas 3;2012;;Comedy, Family, Romance;2012-11-23;6;215;USA
2315558;The Hour of the Lynx;2013;100 min;Crime, Drama;2013-05-23;6,1;787;Denmark, Sweden
2315582;Blackbird;2016;;Drama;;;;USA
2315628;For Those in Peril;2013;92 min;Drama;2013-10-04;6,3;618;UK
2315806;American Courtesans;2013;90 min;Documentary;2013-07-12;6,8;227;USA
2316204;Prometheus 2;2017;;Adventure, Sci-Fi, Thriller;2017-05-30;;;USA
2316325;(Absolutions) Pipilotti's Mistakes;1988;11 min;Short;;6,4;13;Switzerland
2316411;Enemy;2013;91 min;Mystery, Thriller;2014-02-06;6,8;74013;Canada, Spain, France
2316465;Big Easy Express;2012;98 min;Documentary, Musical;2014-06-07;7,5;760;USA
2316787;Kuningas Litmanen;2012;107 min;Documentary, Biography;2012-09-28;7,6;579;Finland
2316801;Beauty and the Beast;2014;112 min;Fantasy, Romance;2016-01-20;6,4;8887;France, Germany
2316868;The Better Angels;2014;95 min;Biography, Drama, History;2014-11-07;6;734;USA
2317089;Small Roads;2011;103 min;Documentary;2011-11-18;6,6;55;USA
2317090;And Then There Was You;2013;;Drama;2013-09-19;5,8;105;USA
2317171;The Confession;2013;;Drama;2013-05-11;6,3;368;USA
2317225;The Machine;2013;91 min;Sci-Fi, Thriller;2014-03-21;6,1;22011;UK
2317337;Vicky Donor;2012;126 min;Comedy, Romance;2012-04-20;7,8;23437;India
2317379;I Love Hong Kong 2012;2012;100 min;Comedy;2012-01-20;4,8;134;Hong Kong
2317524;12 Rounds 2: Reloaded;2013;95 min;Action, Adventure, Thriller;2013-06-04;5,4;3283;USA
2318092;Endless Love;2014;104 min;Drama, Romance;2014-02-14;6,3;27130;USA
2318268;Mantervention;2014;98 min;Comedy;2014-08-01;4,5;442;USA
2318360;Morgana;2012;90 min;Horror;2012-08-03;3,7;240;Mexico
2318405;White Tiger;2012;104 min;Action, Adventure, Fantasy;2012-05-03;6;1561;Russia
2318440;Echo Planet;2012;81 min;Animation;2012-08-02;6;91;Thailand
2318505;Game Over;2006;2 min;Animation, Short;2006-06-08;6,8;238;USA
2318527;Hell Baby;2013;98 min;Comedy, Horror;2014-03-01;4,8;6980;USA
2318601;Margarita;2012;90 min;Comedy, Drama;2013-11-01;6,2;267;Canada
2318601;Margarita;2012;90 min;Comedy, Drama;2013-11-01;6,2;271;Canada
2318625;Out in the Dark;2012;96 min;Drama, Romance;2013-09-27;7,6;3470;Israel, USA
2318701;The Final Member;2012;75 min;Documentary, Comedy, Drama;2014-04-18;6,5;784;Canada
2319018;The Ultimate Accessory;2013;98 min;Comedy;2013-12-11;4,8;387;France
2319580;The Grand Seduction;2013;113 min;Comedy;2014-05-30;7;9252;Canada
2319632;Podw�rka;2009;31 min;Documentary, Short;;5,8;14;Poland, USA
2319760;Girlfriend Boyfriend;2012;106 min;Drama, Romance;2012-08-03;6,9;834;Taiwan
2319797;Calloused Hands;2013;97 min;Drama;2013-03-03;8,3;41;USA
2319863;Moms Mabley: I Got Somethin' to Tell You;2013;;Documentary, Comedy;2013-04-20;8,2;163;USA
2320029;Seeking Asian Female;2012;;Documentary;2012-03-12;7,4;202;USA
2320073;A Viking Saga: The Darkest Day;2013;88 min;Action, Adventure, Thriller;2013-07-23;4,1;1036;UK
2320087;The Letter Writer;2011;85 min;Family;2011-11-01;7,1;515;USA
2320388;Hidden in the Woods;2014;98 min;Thriller;2014-11-09;6,3;43;USA, France
2321163;ABCD (Any Body Can Dance);2013;160 min;Music, Western;2013-02-08;6,5;4415;India
